source,target,metric,proximity,s_value,distance,metric_distance
12009,12031,False,0.0003245699448231094,9.541893083347711,3080.0,322.787100326574
12009,12064,False,0.00032414910858995135,8.542446752030314,3084.0000000000005,361.02068757607594
12009,12166,False,0.0006020469596628537,7.071820407178972,1660.0,234.73446784859635
12009,12089,False,0.000326797385620915,7.375189193976227,3059.0,414.76902077284666
12010,12206,False,0.004011394686355444,2.006531218584323,248.28985507246378,123.74083830484375
12010,12305,False,0.017622797150356206,1.0117983727857491,55.744680851063826,55.09465358951304
12010,12208,False,0.003426390997936378,2.396722079783347,290.85227272727275,121.35419253681866
12010,12309,False,0.012217151549724282,1.32601496545044,80.852140077821,60.973776453839626
12010,12304,True,0.014955489614243324,1.0,65.86507936507937,65.86507936507937
12010,12202,False,0.0030035335689045936,2.072468416354659,331.94117647058823,160.1670615827535
12010,12067,False,0.00040160642570281126,8.942345500685558,2489.0,278.33860812123424
12010,12143,False,0.002220029600394672,1.8748701281171178,449.4444444444444,239.72030793184032
12010,12023,False,0.0008339124391938846,5.828312475353423,1198.1666666666667,205.5769438810007
12010,12083,False,0.0006825006825006825,5.8047060015552105,1464.1999999999998,252.24361054766734
12010,12087,False,0.00014654161781946072,21.17166810615099,6823.000000000001,322.2703079318403
12010,12158,False,0.0011135857461024498,4.268724766941454,897.0,210.13301371563983
12010,12170,False,0.0019274786170340923,3.6599697470283163,517.8125,141.47999458750547
12010,12077,False,0.0029394473838918285,1.7987588231238034,339.2,188.57447459850698
12010,12184,False,0.0007609384908053266,5.566068891459777,1313.1666666666667,235.9235381871587
12010,12205,False,0.006541267257490806,1.7380878804002906,151.87557603686636,87.38083830484373
12010,12207,False,0.003411910669975186,1.7541645219812263,292.09090909090907,166.51283584336176
12010,12211,False,0.003698507843387323,2.11980497347052,269.3793103448276,127.07740274040538
12010,12302,True,0.029939161063080373,1.0,32.401069518716575,32.401069518716575
12010,12866,True,0.016173055770562595,1.0,60.83123425692695,60.83123425692695
12010,12047,False,0.003982969372338965,2.1778861419737843,250.06896551724137,114.82187277733802
12010,12065,False,0.008607539769012856,1.5343824947605749,115.17721518987342,75.06421350814855
12010,12093,False,0.000293470286133529,23.305324514384836,3406.5,146.16831436513115
12010,12110,False,0.007188555819135935,1.645026369878139,138.11,83.95610096525746
